crime,agency,charge_description,date,address,zipcode,city,type
VANDALISM,NATIONAL CITY,VANDALISM ($400 OR MORE) (F),3/24/2021 19:00,3200  BLOCK PLAZA BOULEVARD,91950,NATIONAL CITY,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [$950 OR LESS] (M),7/27/2021 10:00,0  BLOCK SHIRLEE LANE,92058,OCEANSIDE,Miscellanoues
FRAUD,CORONADO,Personate Get Money/Prop,4/28/2021 0:00,900  BLOCK I AVENUE,92118,CORONADO,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM ($400 OR MORE) (F),6/19/2021 17:00,1400  BLOCK JEFFREY PLACE,92027,ESCONDIDO,Miscellanoues
FRAUD,EL CAJON,POSS OF ACCESS CARD W/INTENT TO USE/SELL/TRSFR (M),5/2/2021 12:00,700 E  BLOCK CHASE AVENUE,92020,EL CAJON,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/2/2021 0:15,1200  BLOCK SATURN BOULEVARD,92154,SOUTH BAY,Miscellanoues
FRAUD,SAN DIEGO,COMMIT MAIL THEFT (M),6/25/2021 12:56,300  BLOCK 14TH STREET,92101,SAN DIEGO,Miscellanoues
FRAUD,OCEANSIDE,GET CREDIT/ETC OTHER'S ID (F),7/28/2021 0:01,3500  BLOCK LOOKOUT COURT,92056,OCEANSIDE,Miscellanoues
FRAUD,LA MESA,PETTY THEFT(All Other Larceny) (M),5/25/2021 17:15,5500  BLOCK GROSSMONT CENTER DRIVE,91942,LA MESA,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),4/4/2021 22:25,5500  BLOCK NANDAY COURT,92057,OCEANSIDE,Miscellanoues
FRAUD,CHULA VISTA,USE ACCESS CARD ACCOUNT INFO W/O CONSENT (F),4/27/2021 12:00,1700  BLOCK EASTLAKE PARKWAY,91915,CHULA VISTA,Miscellanoues
FRAUD,EL CAJON,GET CREDIT/ETC OTHER'S ID (F),4/1/2021 19:09,5600  BLOCK LAKE MURRAY BOULEVARD,91942,LA MESA,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),5/16/2021 14:00,400  BLOCK SEAGAZE DRIVE,92054,OCEANSIDE,Miscellanoues
VANDALISM,EL CAJON,VANDALISM [$400 OR LESS] (M),5/1/2021 16:04,100  BLOCK CEDAR STREET,92021,EL CAJON,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [$950 OR LESS] (M),6/4/2021 20:00,4700  BLOCK CLAIRE DRIVE,92057,OCEANSIDE,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [$950 OR LESS] (M),6/8/2021 17:59,1300 N  BLOCK DATE STREET,92026,ESCONDIDO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),4/21/2021 15:30,1500  BLOCK LEUCADIA BOULEVARD,92024,ENCINITAS,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),6/9/2021 19:30,1100  BLOCK MISSOURI AVENUE,92054,OCEANSIDE,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM [$400 OR LESS] (M),4/1/2021 8:15,1600 S  BLOCK JUNIPER STREET,92025,ESCONDIDO,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM ($400 OR MORE) (F),6/22/2021 5:50,1500 E  BLOCK GRAND AVENUE,92027,ESCONDIDO,Miscellanoues
FRAUD,OCEANSIDE,GET CREDIT/ETC OTHER'S ID (F),6/28/2021 12:00,1200  BLOCK CENTER AVENUE,92054,OCEANSIDE,Miscellanoues
VANDALISM,CORONADO,Vandalism over $400 Felony,3/11/2021 0:00,1600  BLOCK GLORIETTA BOULEVARD,92118,CORONADO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),4/23/2021 15:30,LORETTA STREET & SR,92054,,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),3/15/2021 7:16,600  BLOCK THE STRAND N,92054,OCEANSIDE,Miscellanoues
VANDALISM,CHULA VISTA,VANDALISM [$400 OR LESS] (M),7/2/2021 19:00,700  BLOCK E STREET,91910,CHULA VISTA,Miscellanoues
VANDALISM,CHULA VISTA,VANDALISM [$400 OR LESS] (M),7/2/2021 23:00,1600  BLOCK GOTHAM STREET,91913,CHULA VISTA,Miscellanoues
FRAUD,OCEANSIDE,GET CREDIT/ETC OTHER'S ID (F),5/17/2021 8:15,4700  BLOCK AGORA WAY,92056,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),5/26/2021 18:00,500  BLOCK ROCKLEDGE STREET,92054,OCEANSIDE,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),6/18/2021 0:01,200 N  BLOCK EL CAMINO REAL,92058,OCEANSIDE,Miscellanoues
VANDALISM,EL CAJON,VANDALISM ($400 OR MORE) (F),6/9/2021 13:39,400  BLOCK VAN HOUTEN AVENUE,92020,EL CAJON,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/7/2021 5:00,6900  BLOCK PARKSIDE AVENUE,92139,SAN DIEGO,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM [$400 OR LESS] (M),8/1/2021 14:00,2400 E  BLOCK 04TH STREET,91950,NATIONAL CITY,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/12/2021 17:00,2100  BLOCK PAN AMERICAN ROAD,92101,,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/6/2021 21:40,6700  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/14/2021 16:00,6600  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM [$400 OR LESS] (M),3/25/2021 20:00,100 E  BLOCK LINCOLN AVENUE,92026,ESCONDIDO,Miscellanoues
FRAUD,ESCONDIDO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),3/29/2021 11:30,700 E  BLOCK MISSION AVENUE,92026,ESCONDIDO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),7/11/2021 19:26,3800  BLOCK MISSION AVENUE,92058,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/6/2021 5:00,600  BLOCK C STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),4/24/2021 20:03,2100  BLOCK VIA CAMINO VERDE,92054,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),5/29/2021 18:40,0  BLOCK PIRATES COVE WAY,92054,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),4/6/2021 15:00,2000  BLOCK MAXSON STREET,92054,OCEANSIDE,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM [$400 OR LESS] (M),4/6/2021 23:19,2600 E  BLOCK 18TH STREET,91950,NATIONAL CITY,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),4/23/2021 17:21,2800  BLOCK MESA DRIVE,92054,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),5/11/2021 18:00,3900  BLOCK MISSION AVENUE,92058,OCEANSIDE,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM [$400 OR LESS] (M),3/30/2021 22:19,500 W  BLOCK MISSION AVENUE,92025,ESCONDIDO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/19/2021 16:00,9200  BLOCK CLAIREMONT MESA BOULEVARD,92123,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),4/24/2021 21:24,800  BLOCK CIVIC CENTER DRIVE,92084,VISTA,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/24/2021 12:00,2100  BLOCK ANDA LUCIA WAY,92056,OCEANSIDE,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM ($400 OR MORE) (F),5/22/2021 23:27,800  BLOCK HARBISON AVENUE,91950,,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/9/2021 20:12,9400  BLOCK RUFFIN COURT,92123,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/26/2021 10:23,8500  BLOCK SUMMERDALE ROAD,92126,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,OBTAIN MONEY/ETC BY FALSE PRETENSES [$950 OR LESS] (M),3/8/2021 12:00,9300  BLOCK TWIN MOUNTAIN CIRCLE,92126,SAN DIEGO,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM ($400 OR MORE) (F),8/2/2021 6:52,300  BLOCK G AVENUE,91950,NATIONAL CITY,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/7/2021 11:30,CAMINO DEL RIO NORTH & FAIRMOUNT AVENUE,92108,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),6/26/2021 12:00,13400  BLOCK MIDLAND ROAD,92064,POWAY,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/2/2021 0:00,7600  BLOCK HAZARD CENTER DRIVE,92108,SAN DIEGO,Miscellanoues
FRAUD,CARLSBAD,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),7/23/2021 14:19,6900  BLOCK SANDCASTLE DRIVE,92011,CARLSBAD,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/3/2021 8:55,4400  BLOCK TEMECULA STREET,92107,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),3/7/2021 6:00,3000  BLOCK 46TH STREET,92105,SAN DIEGO,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM [$400 OR LESS] (M),7/13/2021 22:00,200 E  BLOCK 05TH STREET,91950,NATIONAL CITY,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),4/1/2021 12:00,1500  BLOCK GREEN OAK ROAD,92081,VISTA,Miscellanoues
VANDALISM,LA MESA,DAMAGE ETC/USE ETC/POWER CONNECTING LINES (F),8/18/2021 21:38,8200  BLOCK LA MESA BOULEVARD,91941,LA MESA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/19/2021 13:00,5000  BLOCK COLLWOOD BOULEVARD,92115,SAN DIEGO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),5/7/2021 15:00,1100 S  BLOCK DITMAR STREET,92054,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),5/26/2021 19:35,800  BLOCK MISSION AVENUE,92054,OCEANSIDE,Miscellanoues
FRAUD,OCEANSIDE,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),5/2/2021 11:58,2000 S  BLOCK COAST HIGHWAY,92054,OCEANSIDE,Miscellanoues
VANDALISM,CHULA VISTA,VANDALISM [$400 OR LESS] (M),3/5/2021 20:11,2800  BLOCK MAIN STREET,91911,CHULA VISTA,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),6/18/2021 21:00,3000  BLOCK C STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/6/2021 4:00,6600  BLOCK ALVARADO ROAD,92120,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),7/17/2021 20:00,1600  BLOCK COLUMBIA STREET,92101,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),7/24/2021 0:01,6300  BLOCK LONESTAR ROAD,92154,OTAY,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/11/2021 19:09,6200  BLOCK AKINS AVENUE,92114,SAN DIEGO,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM ($400 OR MORE) (F),5/29/2021 6:15,2400 S  BLOCK ESCONDIDO BOULEVARD,92025,ESCONDIDO,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM ($400 OR MORE) (F),5/24/2021 6:00,1500 S  BLOCK ESCONDIDO BOULEVARD,92025,ESCONDIDO,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM ($400 OR MORE),5/31/2021 10:40,800 E  BLOCK GRAND AVENUE,92025,ESCONDIDO,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),4/26/2021 15:00,400  BLOCK PARKSIDE DRIVE,92058,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/2/2021 10:35,5100  BLOCK TOWLE COURT,92105,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/4/2021 10:04,4100  BLOCK HOME AVENUE,92105,SAN DIEGO,Miscellanoues
FRAUD,CHULA VISTA,GET CREDIT/ETC OTHER'S ID (F),5/24/2021 13:00,0  BLOCK VIA VENETO,91910,CHULA VISTA,Miscellanoues
FRAUD,CHULA VISTA,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),7/24/2021 13:06,300  BLOCK TELEGRAPH CANYON ROAD,91911,CHULA VISTA,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),5/24/2021 14:00,2900  BLOCK MACDONALD STREET,92054,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/20/2021 2:50,4000  BLOCK ARIZONA STREET,92104,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),6/24/2021 0:41,15100  BLOCK OLDE HIGHWAY,92021,"EL CAJON, UNINCORPOR",Miscellanoues
VANDALISM,CORONADO,Vandalism:damage Property,7/16/2021 8:21,0  BLOCK MONTEGO COURT,92118,CORONADO,Miscellanoues
FRAUD,SAN DIEGO,POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD (M),5/30/2021 12:00,1500  BLOCK ISLAND AVENUE,92101,SAN DIEGO,Miscellanoues
VANDALISM,HARBOR POLICE,VANDALISM [$400 OR LESS] (M),3/17/2021 8:15,300 W  BLOCK HARBOR DRIVE,92101,SAN DIEGO,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM [$400 OR LESS] (M),8/17/2021 12:00,300  BLOCK U AVENUE,91950,NATIONAL CITY,Miscellanoues
VANDALISM,EL CAJON,VANDALISM [$400 OR LESS] (M),3/27/2021 17:30,300  BLOCK ORLANDO STREET,92021,EL CAJON,Miscellanoues
FRAUD,SAN DIEGO,OBTAIN MONEY/ETC BY FALSE PRETENSES [$950 OR LESS] (M),4/26/2021 8:00,3700  BLOCK CURTIS STREET,92106,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),7/10/2021 3:30,6800  BLOCK AMHERST STREET,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/9/2021 19:10,4300  BLOCK WINONA AVENUE,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/15/2021 0:00,2900  BLOCK C STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),7/21/2021 18:00,2000  BLOCK POPLAR ROAD,92058,OCEANSIDE,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM [$400 OR LESS] (M),7/24/2021 17:03,1300 S  BLOCK ESCONDIDO BOULEVARD,92025,ESCONDIDO,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM [$400 OR LESS] (M),4/13/2021 17:36,400 W  BLOCK EL NORTE PARKWAY,92026,ESCONDIDO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),4/24/2021 23:37,5100  BLOCK BARRY STREET,92057,OCEANSIDE,Miscellanoues
FRAUD,LA MESA,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),5/20/2021 16:00,5500  BLOCK GROSSMONT CENTER DRIVE,91942,LA MESA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/7/2021 11:00,6200  BLOCK MADELINE STREET,92115,SAN DIEGO,Miscellanoues
FRAUD,OCEANSIDE,POSSESS ID OF 10 OR MORE PERSONS WITH INTENT TO DEFRAUD (F),3/26/2021 8:38,FOUSSAT ROAD & TONAPAH STREET,92054,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),7/15/2021 15:45,2200  BLOCK KEARNY AVENUE,92113,SAN DIEGO,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM [$400 OR LESS] (M),6/27/2021 23:38,3400  BLOCK HIGHLAND AVENUE,91910,NATIONAL CITY,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM ($400 OR MORE) (F),6/4/2021 19:35,500 W  BLOCK 22ND STREET,91950,NATIONAL CITY,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM ($400 OR MORE) (F),5/20/2021 1:03,2700  BLOCK HOOVER AVENUE,91950,NATIONAL CITY,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),6/3/2021 13:10,100  BLOCK OLD GROVE ROAD,92057,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),5/27/2021 21:00,200 S  BLOCK HARBOR DRIVE,92054,,Miscellanoues
FRAUD,OCEANSIDE,GET CREDIT/ETC OTHER'S ID (F),5/29/2021 12:00,100  BLOCK CANYON DRIVE,92054,OCEANSIDE,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM ($400 OR MORE) (F),5/31/2021 17:22,3800  BLOCK VIA ROMAYA,91950,NATIONAL CITY,Miscellanoues
FRAUD,SAN DIEGO,KNOWINGLY USE PERSONAL IDENTIFYING INFO TO COMMIT A VIOLATION (F),3/29/2021 12:00,1800 W  BLOCK WASHINGTON STREET,92110,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/24/2021 0:00,12100  BLOCK RANCHO BERNARDO ROAD,92128,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/25/2021 2:00,5400  BLOCK RESERVOIR DRIVE,92115,SAN DIEGO,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),7/5/2021 15:56,600  BLOCK LOS ARBOLITOS BOULEVARD,92058,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),7/8/2021 10:00,200  BLOCK MISSION AVENUE,92054,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),7/2/2021 8:00,1400 S  BLOCK COAST HIGHWAY,92054,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/17/2021 23:00,2000  BLOCK THOMAS AVENUE,92109,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/5/2021 15:10,8300  BLOCK BALBOA AVENUE,92123,SAN DIEGO,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),5/17/2021 10:00,3700  BLOCK HICKORY WAY,92057,OCEANSIDE,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),6/21/2021 8:00,1400  BLOCK MONTECITO ROAD,92065,RAMONA,Miscellanoues
FRAUD,OCEANSIDE,USE OTHERS ID WITH INTENT DEFRAUD:WITH PRIOR CONVICTION (F),5/7/2021 8:46,5700  BLOCK MISSION AVENUE,92057,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/15/2021 20:29,S 16TH STREET & LOGAN AVENUE,92113,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/15/2021 20:29,2600  BLOCK MARKET STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM ($400 OR MORE) (F),7/30/2021 20:36,3000  BLOCK PLAZA BONITA ROAD,91950,NATIONAL CITY,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM ($400 OR MORE) (F),4/2/2021 1:15,900 E  BLOCK DIVISION STREET,91950,NATIONAL CITY,Miscellanoues
FRAUD,CHULA VISTA,GET CREDIT/ETC OTHER'S ID (F),3/26/2021 12:00,1600  BLOCK MELROSE AVENUE,91911,CHULA VISTA,Miscellanoues
FRAUD,CHULA VISTA,GET CREDIT/ETC OTHER'S ID (F),4/7/2021 20:00,1700  BLOCK CRIPPLE CREEK DRIVE,91915,CHULA VISTA,Miscellanoues
FRAUD,CHULA VISTA,GET CREDIT/ETC OTHER'S ID (F),3/26/2021 12:00,1100  BLOCK WALNUT AVENUE,91911,CHULA VISTA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),6/1/2021 7:15,12700  BLOCK VIA LAS LENAS,92129,SAN DIEGO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),6/22/2021 11:30,3800  BLOCK MESA DRIVE,92056,OCEANSIDE,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),4/15/2021 23:00,500 W  BLOCK BOBIER DRIVE,92083,VISTA,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),5/11/2021 4:30,4700  BLOCK VIA COLORADO,92056,OCEANSIDE,Miscellanoues
FRAUD,SHERIFF,P0SSESS BLANK CHECK:DEFRAUD (F),6/14/2021 9:00,1400 S  BLOCK MISSION ROAD,92028,FALLBROOK,Miscellanoues
FRAUD,CHULA VISTA,GRAND THEFT (Theft From Building) (F),6/18/2021 11:00,1200  BLOCK BROADWAY,91911,CHULA VISTA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/17/2021 22:00,900  BLOCK GARNET AVENUE,92109,SAN DIEGO,Miscellanoues
VANDALISM,ESCONDIDO,VANDALISM [$400 OR LESS] (M),4/8/2021 16:00,3900  BLOCK FOXLEY DRIVE,92027,ESCONDIDO,Miscellanoues
FRAUD,SHERIFF,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/25/2021 21:00,600  BLOCK SWEETWATER ROAD,91977,SPRING VALLEY,Miscellanoues
FRAUD,CHULA VISTA,GET CREDIT/ETC OTHER'S ID (F),3/7/2021 12:00,400  BLOCK CORTE CALYPSO,91914,CHULA VISTA,Miscellanoues
FRAUD,CORONADO,Misd: Theft:Forged Access Card,4/2/2021 0:00,700  BLOCK ORANGE AVENUE,92118,CORONADO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),4/2/2021 14:00,600 S  BLOCK COAST HIGHWAY,92054,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/9/2021 16:00,6400  BLOCK BELL BLUFF AVENUE,92119,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/6/2021 20:00,500  BLOCK 14TH STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),4/21/2021 16:30,3600  BLOCK ESPLANADE STREET,92056,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),5/20/2021 11:00,2800  BLOCK CEDAR ROAD,92056,OCEANSIDE,Miscellanoues
VANDALISM,CORONADO,Misd: Vandalism under $400,7/29/2021 15:02,700  BLOCK ORANGE AVENUE,92118,CORONADO,Miscellanoues
FRAUD,ESCONDIDO,POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD (M),3/25/2021 8:00,900 W  BLOCK 05TH AVENUE,92025,ESCONDIDO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/16/2021 16:30,1600  BLOCK CAMINO DEL RIO NORTH,92108,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/21/2021 0:01,3800  BLOCK 31ST STREET,92104,SAN DIEGO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),5/24/2021 19:40,2000  BLOCK POPLAR ROAD,92058,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),5/15/2021 10:00,COLLEGE BOULEVARD & FRAZEE ROAD,92057,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/13/2021 18:23,2300  BLOCK PALM AVENUE,92154,SOUTH BAY,Miscellanoues
FRAUD,ESCONDIDO,GET CREDIT/ETC OTHER'S ID (F),3/29/2021 15:35,1000  BLOCK CHESTNUT DRIVE,92025,ESCONDIDO,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),6/20/2021 2:39,4900  BLOCK MACARIO DRIVE,92057,OCEANSIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),6/23/2021 1:30,15200  BLOCK PENASQUITOS DRIVE,92129,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/23/2021 22:00,11100  BLOCK AFFINITY COURT,92131,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/15/2021 17:00,5900  BLOCK CORNERSTONE COURT,92121,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/13/2021 0:28,1600  BLOCK FERN STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),6/18/2021 5:49,1200  BLOCK IMPERIAL AVENUE,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),7/8/2021 9:10,1200  BLOCK IMPERIAL AVENUE,92101,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),4/22/2021 14:33,7400  BLOCK BROADWAY,91945,LEMON GROVE,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),4/8/2021 17:00,800 S  BLOCK SIERRA AVENUE,92075,SOLANA BEACH,Miscellanoues
