crime,agency,charge_description,date,address,zipcode,city,type
VANDALISM,NATIONAL CITY,VANDALISM [$400 OR LESS] (M),8/24/2021 22:30,400  BLOCK MILE OF CARS WAY,91950,NATIONAL CITY,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),7/21/2021 21:00,4100  BLOCK OCEANSIDE BOULEVARD,92056,OCEANSIDE,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),3/11/2021 12:00,16700  BLOCK HIGHLAND VALLEY ROAD,92065,RAMONA,Miscellanoues
FRAUD,SHERIFF,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),5/6/2021 12:00,500  BLOCK TORREY POINT ROAD,92014,DEL MAR,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),3/11/2021 15:15,700  BLOCK BREEZE HILL ROAD,92081,VISTA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/15/2021 5:00,1900  BLOCK FRONT STREET,92101,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,CONVEY/SELL/ETC PERSONAL ID INFO WITH INTENT TO DEFRAUD (M),8/2/2021 12:00,2600  BLOCK GRAND AVENUE,92109,SAN DIEGO,Miscellanoues
VANDALISM,LA MESA,VANDALISM ($400 OR MORE) (F),7/20/2021 8:06,7200  BLOCK ALVARADO ROAD,91942,LA MESA,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),3/29/2021 15:30,700  BLOCK CENTER DRIVE,92069,SAN MARCOS,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/16/2021 21:30,1600  BLOCK 06TH AVENUE,92101,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),8/20/2021 14:15,1100  BLOCK IRIS AVENUE,91932,IMPERIAL BEACH,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM [$400 OR LESS] (M),8/25/2021 20:00,0 E  BLOCK 01ST STREET,91950,NATIONAL CITY,Miscellanoues
VANDALISM,NATIONAL CITY,VANDALISM ($400 OR MORE) (F),8/27/2021 2:45,500 W  BLOCK 08TH STREET,92136,NATIONAL CITY,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM [$400 OR LESS] (M),7/23/2021 17:00,100  BLOCK HERITAGE STREET,92058,OCEANSIDE,Miscellanoues
FRAUD,OCEANSIDE,GET CREDIT/ETC OTHER'S ID (F),7/21/2021 0:01,100  BLOCK HORIZON LANE,92056,OCEANSIDE,Miscellanoues
VANDALISM,OCEANSIDE,VANDALISM ($400 OR MORE) (F),8/8/2021 5:45,700  BLOCK LOS ARBOLITOS BOULEVARD,92058,OCEANSIDE,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),5/22/2021 3:00,1600  BLOCK PACIFIC HIGHWAY,92101,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),6/2/2021 8:00,700  BLOCK KEMPTON STREET,91977,SPRING VALLEY,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),4/27/2021 0:01,4700  BLOCK 54TH STREET,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/19/2021 15:00,0 S  BLOCK 47TH STREET,92102,,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),6/7/2021 19:00,600  BLOCK IMPERIAL BEACH BOULEVARD,91932,IMPERIAL BEACH,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/23/2021 19:12,3700  BLOCK COCONINO COURT,92117,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),5/14/2021 19:43,0  BLOCK SBDF,91910,DETENTION FACIL,Miscellanoues
FRAUD,SHERIFF,PETTY THEFT(All Other Larceny) (M),4/9/2021 15:30,3800  BLOCK HELIX STREET,91977,SPRING VALLEY,Miscellanoues
FRAUD,SHERIFF,PERSONATE TO MAKE OTHER LIABLE (F),3/20/2021 0:01,3500  BLOCK LAKE SHORE AVENUE,92028,FALLBROOK,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/21/2021 8:00,100  BLOCK 16TH STREET,92101,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),4/19/2021 11:00,10900  BLOCK POBLADO ROAD,92127,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),5/9/2021 12:52,CHARLAN ROAD & VALLEY CENTER ROAD,92082,VALLEY CENTER,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/1/2021 0:00,0  BLOCK LINDO PASEO,92115,,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/23/2021 1:00,900  BLOCK 23RD STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),8/15/2021 19:50,1300  BLOCK SUNSET CLIFFS BOULEVARD,92107,SAN DIEGO,Miscellanoues
VANDALISM,HARBOR POLICE,VANDALISM ($400 OR MORE) (F),8/15/2021 15:29,5000  BLOCK NORTH HARBOR DRIVE,92106,SAN DIEGO,Miscellanoues
VANDALISM,EL CAJON,VANDALISM ($400 OR MORE) (F),8/14/2021 13:15,400  BLOCK FLETCHER PARKWAY,92020,EL CAJON,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/18/2021 3:00,2100  BLOCK COLUMBIA STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/20/2021 16:00,1800  BLOCK HOTEL CIRCLE SOUTH,92108,SAN DIEGO,Miscellanoues
FRAUD,EL CAJON,PERSONATE TO GET MONEY/PROP [OVER $400] (F),3/23/2021 14:00,2100  BLOCK FALMOUTH DRIVE,92020,EL CAJON,Miscellanoues
FRAUD,SHERIFF,USE OTHERS ID WITH INTENT DEFRAUD:WITH PRIOR CONVICTION (F),8/9/2021 23:16,ALPINE BOULEVARD & TAVERN ROAD,91901,ALPINE,Miscellanoues
FRAUD,SHERIFF,PERSONATE TO GET MONEY/PROP [$400 OR LESS] (M),4/28/2021 15:09,1100 N  BLOCK CENTRE CITY PARKWAY,92026,"ESCONDIDO, UNINCORPO",Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/31/2021 18:30,5000  BLOCK NEWPORT AVENUE,92107,SAN DIEGO,Miscellanoues
FRAUD,LA MESA,GET CREDIT/ETC OTHER'S ID (F),3/25/2021 7:00,4500  BLOCK DATE AVENUE,91941,LA MESA,Miscellanoues
FRAUD,CHULA VISTA,GET CREDIT/ETC OTHER'S ID (F),4/1/2021 17:30,600  BLOCK PALOMAR STREET,91911,CHULA VISTA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/30/2021 1:00,10600  BLOCK CALLE MAR DE MARIPOSA,92130,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),3/29/2021 8:00,5700  BLOCK BATES STREET,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/12/2021 12:50,21ST STREET & MARKET STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/14/2021 17:00,6100  BLOCK FAIRMOUNT AVENUE,92120,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/8/2021 23:00,400 W  BLOCK B STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/29/2021 1:36,3700  BLOCK MARKET STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/26/2021 13:20,4400  BLOCK BENFIELD COURT,92113,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/20/2021 21:30,7000  BLOCK SARANAC STREET,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/7/2021 22:20,7900  BLOCK CIVITA BOULEVARD,92108,SAN DIEGO,Miscellanoues
VANDALISM,HARBOR POLICE,VANDALISM ($400 OR MORE) (F),5/6/2021 16:00,1300  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/27/2021 0:00,1800  BLOCK LOGAN AVENUE,92113,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/20/2021 20:00,5100  BLOCK LONG BRANCH AVENUE,92107,SAN DIEGO,Miscellanoues
VANDALISM,EL CAJON,VANDALISM ($400 OR MORE) (F),4/20/2021 20:30,400 W  BLOCK MAIN STREET,92020,EL CAJON,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/16/2021 18:45,13400  BLOCK HIGHLANDS PLACE,92130,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),4/17/2021 15:30,100  BLOCK ENCINITAS BOULEVARD,92024,ENCINITAS,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/12/2021 19:00,11300  BLOCK ZAPATA AVENUE,92126,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),3/24/2021 14:35,2800  BLOCK TORREY PINES SCENIC DRIVE,92093,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),6/13/2021 0:12,12500  BLOCK MAPLEVIEW STREET,92040,LAKESIDE,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),6/13/2021 11:29,300  BLOCK MAIN STREET,92065,RAMONA,Miscellanoues
FRAUD,CARLSBAD,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),8/6/2021 10:57,6600  BLOCK BROOKITE COURT,92009,CARLSBAD,Miscellanoues
VANDALISM,CARLSBAD,VANDALISM ($400 OR MORE) (F),8/9/2021 15:00,3700  BLOCK GARFIELD STREET,92008,CARLSBAD,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),3/16/2021 16:00,1300  BLOCK 06TH AVENUE,92101,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),4/30/2021 12:00,400  BLOCK INDUSTRIAL WAY,92028,FALLBROOK,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/18/2021 19:10,700 W  BLOCK BEECH STREET,92101,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,FRAUDULENT POSSESS/USE SCANNING DEVICE (M),5/22/2021 9:30,6800  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),6/20/2021 12:55,700  BLOCK PALM CANYON DRIVE,92004,BORREGO SPRINGS,Miscellanoues
VANDALISM,HARBOR POLICE,VANDALISM ($400 OR MORE) (F),5/5/2021 9:00,3100  BLOCK PACIFIC HIGHWAY,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/30/2021 15:25,4500  BLOCK ESTRELLA AVENUE,92115,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/30/2021 7:00,500 S  BLOCK 37TH STREET,92113,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),7/5/2021 3:00,1400  BLOCK SKYLINE DRIVE,91945,LEMON GROVE,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),6/28/2021 0:01,400  BLOCK UNIVERSITY AVENUE,92103,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/17/2021 15:11,4000  BLOCK UNIVERSITY AVENUE,92105,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),6/2/2021 18:05,4500  BLOCK ILLINOIS STREET,92116,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/24/2021 12:20,8500  BLOCK AERO DRIVE,92123,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/7/2021 8:00,4100  BLOCK VAN DYKE AVENUE,92105,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,USE ACCESS CARD ACCOUNT INFO W/O CONSENT (F),8/22/2021 21:48,1300  BLOCK ENCINITAS BOULEVARD,92024,ENCINITAS,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),3/8/2021 14:22,8100  BLOCK ELSTON PLACE,92126,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/12/2021 22:00,10900  BLOCK CREEKBRIDGE PLACE,92128,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/23/2021 0:30,4500  BLOCK VOLTAIRE STREET,92107,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),4/14/2021 12:00,15100  BLOCK ANDORRA WAY,92129,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/22/2021 1:24,4000  BLOCK 47TH STREET,92105,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/12/2021 15:35,200 E  BLOCK CEDAR STREET,,POWAY,Miscellanoues
FRAUD,SAN DIEGO,USE ACCESS CARD ACCOUNT INFO W/O CONSENT (F),5/6/2021 12:19,4000  BLOCK WABASH AVENUE,92104,SAN DIEGO,Miscellanoues
VANDALISM,HARBOR POLICE,VANDALISM [$400 OR LESS] (M),4/21/2021 22:17,900  BLOCK BAYFRONT COURT,92101,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),6/1/2021 17:00,8400  BLOCK RUMSON DRIVE,92071,SANTEE,Miscellanoues
FRAUD,SHERIFF,PERSONATE TO GET MONEY/PROP [OVER $400] (F),4/27/2021 16:30,6900  BLOCK FEDERAL BOULEVARD,91945,LEMON GROVE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),6/2/2021 7:35,2100  BLOCK PACIFIC BEACH DRIVE,92109,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),7/25/2021 4:20,3500  BLOCK RUFFIN ROAD,92123,SAN DIEGO,Miscellanoues
FRAUD,CARLSBAD,GET CREDIT/ETC OTHER'S ID (F),3/26/2021 12:30,2500  BLOCK LA GOLONDRINA STREET,92009,CARLSBAD,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/26/2021 8:15,8500  BLOCK AERO DRIVE,92123,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/4/2021 19:01,15300  BLOCK MATURIN DRIVE,92127,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),7/5/2021 12:00,13600  BLOCK KAY JAY COURT,92040,LAKESIDE,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/27/2021 2:00,5400  BLOCK LA JOLLA BOULEVARD,92037,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),3/23/2021 10:00,1000  BLOCK MORRO ROAD,92028,FALLBROOK,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [$400 OR LESS] (M),3/31/2021 12:00,600  BLOCK 07TH AVENUE,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),7/6/2021 22:30,700  BLOCK REDONDO COURT,92109,SAN DIEGO,Miscellanoues
FRAUD,OCEANSIDE,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/31/2021 14:00,200  BLOCK GARRISON ST,92054,,Miscellanoues
VANDALISM,LA MESA,VANDALISM ($400 OR MORE) (F),4/19/2021 13:02,7900  BLOCK EL CAJON BOULEVARD,91942,LA MESA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/7/2021 12:26,3700  BLOCK MAIN STREET,92113,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/15/2021 1:40,2600  BLOCK TUSCALOOSA STREET,92110,SAN DIEGO,Miscellanoues
FRAUD,EL CAJON,POSSESS ID OF 10 OR MORE PERSONS WITH INTENT TO DEFRAUD (F),3/12/2021 1:21,400 N  BLOCK MAGNOLIA AVENUE,92020,EL CAJON,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),3/23/2021 11:00,2600  BLOCK CORONADO AVENUE,92154,SOUTH BAY,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),5/14/2021 19:00,700 S  BLOCK TWIN OAKS VALLEY ROAD,92078,SAN MARCOS,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/24/2021 11:30,3800  BLOCK VALLEY CENTRE DRIVE,92130,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),8/1/2021 16:30,1800  BLOCK CRENSHAW STREET,92105,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,PERSONATE TO GET MONEY/PROP [OVER $400] (F),7/26/2021 23:14,2700  BLOCK DEGEN DRIVE,91902,BONITA,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),8/9/2021 1:08,300  BLOCK BUENA CREEK ROAD,92069,SAN MARCOS UNIN,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),3/31/2021 8:00,4000  BLOCK 47TH STREET,92105,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),5/18/2021 14:00,1800  BLOCK CHUPAROSA LANE,92004,BORREGO SPRINGS,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/17/2021 15:00,200  BLOCK VISTA HORIZON STREET,92113,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/18/2021 22:00,5000  BLOCK CERVANTES AVENUE,92113,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/19/2021 19:00,16600  BLOCK NIGHTHAWK LANE,92127,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),5/2/2021 14:00,7000  BLOCK TUTHER WAY,92114,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,POSSESS PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD (M),4/26/2021 12:00,5300  BLOCK NAPA STREET,92110,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/29/2021 14:00,6000  BLOCK UNIVERSITY AVENUE,92115,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),7/12/2021 23:30,9700  BLOCK KEENELAND ROW,92037,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),4/22/2021 12:15,5100  BLOCK COLLEGE AVENUE,92115,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),6/28/2021 12:00,1200  BLOCK H STREET,92065,RAMONA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/19/2021 14:54,4000  BLOCK TAYLOR STREET,92110,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),4/20/2021 21:00,1100  BLOCK 33RD STREET,92102,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),6/5/2021 22:21,7300  BLOCK BROADWAY,91945,LEMON GROVE,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),3/20/2021 8:00,12600  BLOCK OAK KNOLL ROAD,92064,POWAY,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),4/3/2021 11:30,300  BLOCK NAUTILUS STREET,92037,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/26/2021 18:00,5400  BLOCK LA JOLLA BOULEVARD,92037,SAN DIEGO,Miscellanoues
FRAUD,SHERIFF,GRAND THEFT:MONEY/LABOR/PROPERTY (F),5/19/2021 15:28,1000  BLOCK SKYLINE PLACE,92078,SAN MARCOS,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/1/2021 13:30,5100  BLOCK SANTA FE STREET,92109,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/12/2021 2:30,2400  BLOCK FRONT STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VIOLATE CIVIL RIGHTS:CAUSE PROP DAMAGE (FELONY) (F),5/9/2021 9:02,1500  BLOCK LIVE OAK ROAD,92081,VISTA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/30/2021 11:40,3800  BLOCK MURPHY CANYON ROAD,92123,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/10/2021 17:50,10700  BLOCK SCRIPPS RANCH BOULEVARD,92131,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),3/6/2021 16:45,14000  BLOCK PASEO CEVERA,92129,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/27/2021 14:28,4700  BLOCK FINCHLEY TERRACE,92130,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/26/2021 20:30,1600  BLOCK FRONT STREET,92101,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/16/2021 2:16,300 E  BLOCK SAN YSIDRO BOULEVARD,92173,SOUTH BAY,Miscellanoues
FRAUD,SAN DIEGO,GET CREDIT/ETC OTHER'S ID (F),6/4/2021 17:00,7000  BLOCK WELLER STREET,92122,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),5/28/2021 13:00,3700  BLOCK SWIFT AVENUE,92104,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/15/2021 19:00,3700  BLOCK 38TH STREET,92105,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),3/15/2021 22:30,600  BLOCK 61ST STREET,92114,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [$950 OR LESS] (M),6/1/2021 8:30,6700  BLOCK SOLITA AVENUE,92115,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,THEFT BY USE OF ACCESS CARD INFORMATION [OVER $950] (F),6/8/2021 14:00,5400  BLOCK UNIVERSITY AVENUE,92105,SAN DIEGO,Miscellanoues
FRAUD,LA MESA,PETTY THEFT(All Other Larceny) (M),8/8/2021 21:00,8100  BLOCK LEMON AVENUE,91941,LA MESA,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),6/8/2021 18:00,7400  BLOCK CHARMANT DRIVE,92122,SAN DIEGO,Miscellanoues
FRAUD,LA MESA,GET CREDIT/ETC OTHER'S ID (F),6/2/2021 12:00,7200  BLOCK SARANAC STREET,,,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM [$400 OR LESS] (M),6/8/2021 22:00,4800  BLOCK ARIVA WAY,92123,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/8/2021 1:00,3600  BLOCK 01ST AVENUE,92103,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),6/8/2021 15:30,6600  BLOCK BELL BLUFF AVENUE,92119,SAN DIEGO,Miscellanoues
FRAUD,CARLSBAD,GRAND THEFT:MONEY/LABOR/PROPERTY (F),6/3/2021 19:35,6800  BLOCK SHEARWATERS DRIVE,92011,CARLSBAD,Miscellanoues
FRAUD,SAN DIEGO,USE ACCESS CARD ACCOUNT INFO W/O CONSENT (F),7/13/2021 5:30,8500  BLOCK COSTA VERDE BOULEVARD,92122,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [$400 OR LESS] (M),5/31/2021 6:00,6700  BLOCK MOHAWK STREET,92115,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [$400 OR LESS] (M),6/10/2021 10:00,5900  BLOCK KARENSUE LANE,92122,SAN DIEGO,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),8/14/2021 22:30,400  BLOCK ENCINITAS BOULEVARD,92024,ENCINITAS,Miscellanoues
VANDALISM,SHERIFF,VANDALISM ($400 OR MORE) (F),3/6/2021 22:00,400 N  BLOCK ORANGE AVENUE,92028,FALLBROOK,Miscellanoues
VANDALISM,SHERIFF,VANDALISM [$400 OR LESS] (M),5/11/2021 18:00,900  BLOCK OCEAN LANE,91932,IMPERIAL BEACH,Miscellanoues
FRAUD,SHERIFF,GET CREDIT/ETC OTHER'S ID (F),3/20/2021 11:40,10800  BLOCK WOODSIDE AVENUE,92071,SANTEE,Miscellanoues
FRAUD,SAN DIEGO,OBTAIN MONEY/ETC BY FALSE PRETENSES [OVER $950] (F),3/31/2021 11:00,5600  BLOCK CAMINITO ISLA,92037,SAN DIEGO,Miscellanoues
VANDALISM,SAN DIEGO,VANDALISM ($400 OR MORE) (F),5/7/2021 19:19,1200  BLOCK IMPERIAL AVENUE,92101,SAN DIEGO,Miscellanoues
FRAUD,SAN DIEGO,PERSONATE TO GET MONEY/PROP [OVER $400] (F),4/23/2021 13:00,2300  BLOCK EAST BEYER BOULEVARD,92173,SOUTH BAY,Miscellanoues
VANDALISM,LA MESA,VANDALISM ($400 OR MORE) (F),7/4/2021 10:00,8100  BLOCK ORANGE AVENUE,91941,LA MESA,Miscellanoues
