crime,agency,charge_description,date,address,zipcode,city,type
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/8/2021 3:58,2100  BLOCK KETTNER BOULEVARD,92101,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - SEX FOR COMPENSATION (M),5/4/2021 20:04,7700  BLOCK DAGGET STREET,92111,SAN DIEGO,Violent
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),7/11/2021 0:22,2300  BLOCK MAIN STREET,91911,CHULA VISTA,Theft
WEAPONS,SAN DIEGO,CRIMINAL STREET GANG MEMBER CARRY LOADED FIREARM (F),5/30/2021 23:29,2000  BLOCK EAST MISSION BAY DRIVE,92109,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),4/29/2021 8:00,1000  BLOCK OLIVE STREET,92065,RAMONA,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/27/2021 22:51,10600  BLOCK ROSELLE STREET,92121,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/8/2021 21:14,1100 S  BLOCK MAIN AVENUE,92028,FALLBROOK,Theft
SEX CRIMES,CARLSBAD,ORAL COPULATION W/ PERSON UNDER 18 YEARS (F),5/7/2021 22:26,5000  BLOCK ASHBERRY ROAD,92008,CARLSBAD,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/16/2021 8:00,4100  BLOCK ORANGE AVENUE,92105,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/16/2021 12:30,1700  BLOCK GRAND AVENUE,92109,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 17:20,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 17:45,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 17:05,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 18:45,3900  BLOCK GRANDON AVENUE,92078,SAN MARCOS,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),8/2/2021 11:00,7500  BLOCK MENDOZA LANE,92082,VALLEY CENTER,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/6/2021 23:30,3600  BLOCK OCEAN FRONT WALK,92109,SAN DIEGO,Theft
WEAPONS,HARBOR POLICE,CARRY CONCEALED WEAPON ON PERSON (M),8/28/2021 5:44,3700  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,INDECENT EXPOSURE (M),5/14/2021 17:45,RIVERFORD ROAD & WOODSIDE AVENUE,92040,LAKESIDE,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 17:55,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
SEX CRIMES,SHERIFF,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/5/2021 19:00,200 W  BLOCK SAN MARCOS BOULEVARD,92069,SAN MARCOS,Violent
BURGLARY,LA MESA,BURGLARY (RESIDENTIAL) (F),5/4/2021 20:00,9200  BLOCK LOREN DRIVE,91942,LA MESA,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/14/2021 15:30,800  BLOCK MISSOURI STREET,92109,SAN DIEGO,Theft
WEAPONS,SHERIFF,CARRY CONCEALED DIRK OR DAGGER (F),6/1/2021 14:47,600 S  BLOCK RANCHO SANTA FE ROAD,92078,SAN MARCOS,Violent
SEX CRIMES,CARLSBAD,RAPE OF DRUGGED VIC (F),6/1/2021 0:01,3600  BLOCK PIO PICO DRIVE,92008,CARLSBAD,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/23/2021 15:50,3000  BLOCK MIDWAY DRIVE,92110,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/23/2021 12:00,3100  BLOCK CAUBY STREET,92110,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/6/2021 8:00,5900  BLOCK KANTOR STREET,92122,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/2/2021 3:56,10400  BLOCK SAN DIEGO MISSION ROAD,92108,SAN DIEGO,Theft
SEX CRIMES,EL CAJON,SEXUAL BATTERY (M),8/25/2021 17:30,1200  BLOCK OAKDALE AVENUE,92021,EL CAJON,Violent
SEX CRIMES,SHERIFF,RAPE OF DRUGGED VIC (F),5/26/2021 11:00,0  BLOCK UNKNOWN,92083,VISTA,Violent
WEAPONS,EL CAJON,CRIMINAL STREET GANG MEMBER CARRY LOADED FIREARM (F),8/22/2021 20:47,1000 S  BLOCK JOHNSON AVENUE,92020,EL CAJON,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),5/19/2021 21:56,2800  BLOCK BROADWAY,92102,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/17/2021 12:00,6200  BLOCK RANCHO MISSION ROAD,92108,SAN DIEGO,Theft
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),8/23/2021 22:00,500 N  BLOCK JOHNSON AVENUE,92020,EL CAJON,Theft
WEAPONS,HARBOR POLICE,POSSESS WEAPON IN AIRPORT STERILE AREA OR PASSENGER VESSEL TERMINAL (M),8/27/2021 6:05,3700  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Violent
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),3/30/2021 3:14,1800  BLOCK MARRON ROAD,92008,CARLSBAD,Theft
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),5/10/2021 23:48,5000  BLOCK NIAGARA AVENUE,92107,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (F),4/29/2021 17:55,5000  BLOCK CASS STREET,92109,SAN DIEGO,Violent
BURGLARY,LA MESA,BURGLARY (RESIDENTIAL) (F),6/23/2021 19:30,7700  BLOCK PARKWAY DRIVE,91942,LA MESA,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/1/2021 15:20,7500  BLOCK DAGGET STREET,92111,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/29/2021 3:30,10200  BLOCK SCRIPPS TRAIL,92131,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/1/2021 0:01,16600  BLOCK NIGHTHAWK LANE,92127,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/3/2021 10:05,4800  BLOCK JUMANO AVENUE,92117,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),8/21/2021 19:45,4300  BLOCK WIGHTMAN STREET,92105,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),8/21/2021 20:57,4300  BLOCK WIGHTMAN STREET,92105,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),8/22/2021 6:10,7500  BLOCK METROPOLITAN DRIVE,92108,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/16/2021 12:00,3300  BLOCK MISSION BOULEVARD,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/17/2021 9:00,2100  BLOCK HARRISON AVENUE,92113,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/17/2021 19:30,5900  BLOCK UNIVERSITY AVENUE,92115,SAN DIEGO,Theft
SEX CRIMES,OCEANSIDE,RAPE:VICTIM WAS UNCONSCIOUS OR ASLEEP (F),3/17/2021 19:13,S MYERS STREET & OAK STREET,92054,OCEANSIDE,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/10/2021 17:00,3700  BLOCK CONVOY STREET,92111,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),3/17/2021 15:00,8100  BLOCK MIRAMAR ROAD,92126,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),8/13/2021 6:00,14600  BLOCK MUSSEY GRADE ROAD,92065,RAMONA,Theft
WEAPONS,SHERIFF,MANUFACTURE/SALE/POSSESS/ETC CANE SWORD (F),3/8/2021 0:36,LEMON GROVE AVENUE & WB STATE ROUTE,91945,LEMON GROVE,Violent
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),7/17/2021 18:45,500  BLOCK WOODMAN STREET,92114,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/1/2021 8:00,1200  BLOCK RAILROAD ST STREET,91934,JACUMBA,Theft
BURGLARY,LA MESA,BURGLARY (COMMERCIAL) (F),7/23/2021 17:00,5100  BLOCK GARFIELD STREET,91941,LA MESA,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/29/2021 20:43,1900  BLOCK SAN DIEGO AVENUE,92110,SAN DIEGO,Violent
SEX CRIMES,ESCONDIDO,SODOMY BY FORCE/VIOLENT/FEAR (F),7/10/2021 12:39,500 W  BLOCK MISSION AVENUE,92025,ESCONDIDO,Violent
SEX CRIMES,CHULA VISTA,RAPE:VIC INCAPABLE OF GIVING CONSENT (F),4/1/2021 13:30,1400  BLOCK BAY BOULEVARD,91911,,Violent
SEX CRIMES,SHERIFF,RAPE BY FORCE/FEAR (F),5/23/2021 7:30,3100  BLOCK SWEETWATER SPRINGS BOULEVARD,91978,SPRING VALLEY,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/18/2021 16:15,400 W  BLOCK SAN YSIDRO BOULEVARD,92173,SOUTH BAY,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/14/2021 21:00,2100  BLOCK UNIVERSITY DRIVE,92083,VISTA,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),7/18/2021 10:17,700  BLOCK E STREET,91910,CHULA VISTA,Theft
WEAPONS,SHERIFF,FELON/ADDICT/POSSESS/ETC FIREARM (F),3/29/2021 14:00,0  BLOCK USBP I-8 CHECKPOINT,91962,PINE VALLEY,Violent
WEAPONS,SHERIFF,CARRY CONCEALED WEAPON IN VEHICLE (M),3/29/2021 13:45,0  BLOCK USBP I-8 CHECKPOINT,91962,PINE VALLEY,Violent
SEX CRIMES,SAN DIEGO,DISORD CONDUCT:SOLICIT LEWD ACT (M),3/29/2021 13:00,SHORELINE DRIVE & TOSCANA DRIVE,92122,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON IN VEHICLE (M),3/26/2021 21:26,3000  BLOCK OCEAN VIEW BOULEVARD,92113,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/15/2021 19:52,2300  BLOCK NORTHSIDE DRIVE,92108,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/22/2021 10:50,4000  BLOCK OAKCREST DRIVE,92105,SAN DIEGO,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),7/16/2021 17:00,1800  BLOCK MAXWELL ROAD,91911,CHULA VISTA,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),7/22/2021 11:20,6400  BLOCK UNIVERSITY AVENUE,92115,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,MANUFACTURE/SELL/ETC:LARGE CAPACITY MAGAZINE (M),5/28/2021 14:00,800  BLOCK CORDOVA STREET,92107,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/30/2021 20:45,5200  BLOCK CLAIREMONT MESA BOULEVARD,92117,SAN DIEGO,Theft
WEAPONS,SHERIFF,MANUFACTURE/SALE/POSSESS UNDETECTABLE FIREARM (F),6/10/2021 22:03,INTERSTATE 8 RAMP & LAKE JENNINGS PARK ROAD,92040,LAKESIDE,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED DIRK OR DAGGER (F),7/25/2021 22:45,1800  BLOCK IRVING AVENUE,92113,SAN DIEGO,Violent
ARSON,SAN DIEGO,ARSON:STRUCTURE/FOREST LAND (F),7/26/2021 4:51,2100  BLOCK PAN AMERICAN ROAD W,92101,SAN DIEGO,Violent
WEAPONS,SAN DIEGO,CARRY LOADED HANDGUN:NOT REGISTERED OWNER (F),8/2/2021 17:35,3900  BLOCK 42ND STREET,92105,SAN DIEGO,Violent
ARSON,CARLSBAD,CAUSING FIRE OF STRUCTURE/FOREST LAND (F),8/24/2021 21:25,600  BLOCK LA COSTA AVENUE,92011,CARLSBAD,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/6/2021 5:45,4200  BLOCK MARKET STREET,92102,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/6/2021 5:39,800  BLOCK GARNET AVENUE,92109,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),7/30/2021 6:39,10300  BLOCK CAMINO RUIZ,92126,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/19/2021 16:00,700  BLOCK SYCAMORE AVENUE,92083,VISTA,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/11/2021 7:30,11300  BLOCK SORRENTO VALLEY ROAD,92121,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),4/22/2021 7:50,29700  BLOCK LILAC ROAD,92082,VALLEY CENTER,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/4/2021 5:30,1600  BLOCK 02ND AVENUE,92101,SAN DIEGO,Theft
BURGLARY,EL CAJON,BURGLARY (RESIDENTIAL) (F),5/6/2021 3:59,500  BLOCK KIDD WAY,92020,EL CAJON,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/9/2021 21:00,1000  BLOCK JOHNSON AVENUE,92103,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/15/2021 12:30,1400  BLOCK BRIDGEVIEW DRIVE,92105,SAN DIEGO,Theft
WEAPONS,OCEANSIDE,POSSESS/MANUFACTURE/COMMERCIAL SALE COMPOSITE/WOOD KNUCKLES (M),5/5/2021 13:50,1000  BLOCK TAIT STREET,92054,OCEANSIDE,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON IN VEHICLE:OCCUPANT (M,7/7/2021 9:47,7500  BLOCK ENGINEER ROAD,92111,SAN DIEGO,Violent
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),8/25/2021 1:00,6500  BLOCK VIA ALCAZAR,92009,CARLSBAD,Theft
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),8/25/2021 3:09,6500  BLOCK VIA ALCAZAR,92009,CARLSBAD,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),5/21/2021 21:00,8000  BLOCK BROADWAY,91945,LEMON GROVE,Theft
WEAPONS,LA MESA,CARRY CONCEALED DIRK OR DAGGER (F),6/1/2021 4:00,3600  BLOCK HARRIS STREET,91941,LA MESA,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),3/5/2021 15:00,3100  BLOCK VIA DE TODOS SANTOS,92028,FALLBROOK,Theft
WEAPONS,SAN DIEGO,CARRY LOADED FIREARM ON/IN PERSON/VEHICLE:PUBLIC PLACE (M),6/2/2021 12:45,10000  BLOCK PASEO MONTRIL,92129,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/30/2021 1:14,4500  BLOCK CAM DE LA PLAZA,92173,,Theft
WEAPONS,CHULA VISTA,CONVICTED PERSON POSSESS/OWN/ETC FIREARM (F),8/17/2021 12:45,700  BLOCK 03RD AVENUE,91910,CHULA VISTA,Violent
WEAPONS,SAN DIEGO,CARRY LOADED FIREARM ON/IN PERSON/VEHICLE:PUBLIC PLACE (M),6/4/2021 20:26,4000  BLOCK 42ND STREET,92105,SAN DIEGO,Violent
WEAPONS,SHERIFF,MINOR ILLEGALLY POSSESS LIVE AMMUNITION (F),6/7/2021 4:16,07TH STREET & PALM AVENUE,91932,IMPERIAL BEACH,Violent
SEX CRIMES,SAN DIEGO,ANNOY/MOLEST VICTIM UNDER 18 YEARS OF AGE (M),5/31/2021 6:00,4700  BLOCK PANORAMA DRIVE,92116,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,RAPE BY FORCE/FEAR (F),6/12/2021 3:15,1500  BLOCK COVE COURT,92069,SAN MARCOS,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/17/2021 20:00,5900  BLOCK RANCHO MISSION ROAD,92108,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,DISORDERLY CONDUCT: PROSTITUTION - COMPENSATION FOR SEX (M),4/29/2021 19:30,1900  BLOCK SAN DIEGO AVENUE,92110,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,RAPE:VIC INCAPABLE OF GIVING CONSENT (F),5/4/2021 1:00,1800  BLOCK LOGAN AVENUE,92113,SAN DIEGO,Violent
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),8/7/2021 2:41,1000 W  BLOCK SAN MARCOS BOULEVARD,92078,SAN MARCOS,Theft
BURGLARY,SHERIFF,BURGLARY (COMMERCIAL) (F),8/9/2021 10:00,500  BLOCK PARAISO AVENUE,91977,SPRING VALLEY,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/23/2021 19:00,9800  BLOCK PEBBLE BEACH DRIVE,92071,SANTEE,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/28/2021 6:50,3400  BLOCK KURTZ STREET,92110,SAN DIEGO,Theft
SEX CRIMES,SHERIFF,RAPE:VIC INCAPABLE OF GIVING CONSENT (F),5/22/2021 16:02,7900  BLOCK FROST STREET,92123,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/7/2021 22:00,5700  BLOCK MISSION CENTER ROAD,92108,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (F),3/8/2021 21:30,7900  BLOCK FROST STREET,92123,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/3/2021 15:30,9800  BLOCK CARROLL CANYON ROAD,92131,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,LOITER:INTENT:PROSTITUTION (M),7/11/2021 20:30,3600  BLOCK DALBERGIA STREET,92113,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/2/2021 8:00,6900  BLOCK HYDE PARK DRIVE,92119,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON IN VEHICLE (F),3/16/2021 22:29,3800  BLOCK HIGHLAND AVENUE,92105,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/27/2021 20:00,600  BLOCK NAUTILUS STREET,92037,SAN DIEGO,Theft
WEAPONS,SAN DIEGO,FELON/ADDICT/POSSESS/ETC FIREARM (F),3/17/2021 15:58,4500  BLOCK FELTON STREET,92116,SAN DIEGO,Violent
WEAPONS,SHERIFF,PROHIBITED PERSON OWN/POSSESS/ETC AMMUNITION/ETC (F),4/20/2021 12:48,3800  BLOCK LA ROSA DRIVE,92078,SAN MARCOS,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/14/2021 7:45,100 W  BLOCK SAN YSIDRO BOULEVARD,92173,SOUTH BAY,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/7/2021 15:41,1200  BLOCK CAMINO DEL RIO NORTH,92108,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),6/15/2021 2:00,3200  BLOCK ROSECRANS PLACE,92110,SAN DIEGO,Theft
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),7/2/2021 21:00,400 E  BLOCK BRADLEY AVENUE,92021,EL CAJON UNINC,Theft
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON ON PERSON (M),8/11/2021 21:03,1500  BLOCK K STREET,92101,SAN DIEGO,Violent
BURGLARY,NATIONAL CITY,BURGLARY (COMMERCIAL) (F),5/25/2021 3:00,500 W  BLOCK 20TH STREET,91950,NATIONAL CITY,Theft
BURGLARY,NATIONAL CITY,BURGLARY (RESIDENTIAL) (F),5/29/2021 15:00,1700  BLOCK MCKINLEY AVENUE,91950,NATIONAL CITY,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/19/2021 2:00,3800  BLOCK NOBEL DRIVE,92122,SAN DIEGO,Theft
SEX CRIMES,SAN DIEGO,INDECENT EXPOSURE W/PR (F),3/9/2021 13:00,2000  BLOCK ALBERQUE COURT,92139,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/17/2021 1:00,1000  BLOCK CAMINO DEL RIO SOUTH,92108,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),8/20/2021 23:45,4300  BLOCK BONILLO DRIVE,92115,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/30/2021 13:00,10200  BLOCK WATERIDGE CIRCLE,92121,SAN DIEGO,Theft
BURGLARY,OCEANSIDE,BURGLARY (COMMERCIAL) (F),6/12/2021 5:43,1000 S  BLOCK COAST HIGHWAY,92054,OCEANSIDE,Theft
SEX CRIMES,SAN DIEGO,DISORD CONDUCT:LOITER IN OR ABOUT TOILET (M),4/11/2021 18:39,4100  BLOCK NIMITZ BOULEVARD,92107,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),7/9/2021 8:37,2200  BLOCK COLUMBIA STREET,92101,SAN DIEGO,Violent
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),6/20/2021 0:01,6800  BLOCK EMBARCADERO LANE,92011,CARLSBAD,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),3/10/2021 13:00,4500  BLOCK CRAIGIE STREET,92102,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),3/16/2021 20:00,1000  BLOCK 06TH AVENUE,92101,SAN DIEGO,Theft
BURGLARY,CHULA VISTA,BURGLARY (COMMERCIAL) (F),7/6/2021 4:38,900  BLOCK BROADWAY AVENUE,91911,CHULA VISTA,Theft
WEAPONS,HARBOR POLICE,CARRY SWITCHBLADE KNIFE ON PERSON (M),6/3/2021 20:15,3600  BLOCK NORTH HARBOR DRIVE,92101,SAN DIEGO,Violent
ARSON,CARLSBAD,ARSON:PROP (F),5/24/2021 2:26,6000  BLOCK PASEO DEL NORTE,92011,CARLSBAD,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),6/17/2021 13:00,31000  BLOCK ROSEBUSH LANE,92082,VALLEY CENTER,Theft
WEAPONS,SAN DIEGO,CARRY LOADED FIREARM ON/IN PERSON/VEHICLE:PUBLIC PLACE (M),5/19/2021 16:18,5200  BLOCK EL CAJON BOULEVARD,92115,SAN DIEGO,Violent
SEX CRIMES,SHERIFF,LEWD OR LASCIVIOUS ACTS W/CHILD UNDER 14 YEARS (F),5/23/2021 19:44,9000  BLOCK ROSEDALE DRIVE,91977,SPRING VALLEY,Violent
BURGLARY,SHERIFF,BURGLARY (RESIDENTIAL) (F),5/28/2021 18:00,14400  BLOCK EMERALD LANE,92067,RANCHO SANTA FE,Theft
HOMICIDE,SAN DIEGO,HOMICIDE INVESTIGATION,7/12/2021 4:53,2500  BLOCK PASEO INTERNACIONAL,92154,SOUTH BAY,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),5/5/2021 23:31,2400  BLOCK MORENA BOULEVARD,92110,SAN DIEGO,Theft
BURGLARY,CARLSBAD,BURGLARY (FOR PURPOSE OF FRAUD/FORGERY) (F),3/10/2021 12:07,600  BLOCK CARLSBAD VILLAGE DRIVE,92008,CARLSBAD,Theft
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),4/15/2021 12:00,8700  BLOCK LIGHTWAVE AVENUE,92123,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),6/12/2021 15:00,10200  BLOCK SCIENCE CENTER DRIVE,92121,SAN DIEGO,Theft
BURGLARY,CARLSBAD,BURGLARY (COMMERCIAL) (F),8/9/2021 3:34,2000  BLOCK LAS PALMAS DRIVE,92011,CARLSBAD,Theft
WEAPONS,EL CAJON,MFG/SELL/TRANS/ETC ASSAULT WEAPON (F),7/30/2021 14:54,S ANZA STREET & GRAY DRIVE,92020,EL CAJON,Violent
SEX CRIMES,CHULA VISTA,LEWD & LASCIVIOUS ACT W/CHILD 14/15:DEFENDANT 10 YRS OLDER 11D (F),5/4/2021 12:00,1800  BLOCK AUBRIVES PLACE,91913,CHULA VISTA,Violent
WEAPONS,SAN DIEGO,CARRY CONCEALED WEAPON ON PERSON (F),7/31/2021 18:05,4800  BLOCK IMPERIAL AVENUE,92102,SAN DIEGO,Violent
SEX CRIMES,SAN DIEGO,SEXUAL BATTERY (M),6/8/2021 21:30,3800  BLOCK MARQUETTE PLACE,92106,SAN DIEGO,Violent
BURGLARY,CARLSBAD,BURGLARY (RESIDENTIAL) (F),4/25/2021 20:45,900  BLOCK SHORE CREST ROAD,92011,CARLSBAD,Theft
WEAPONS,SAN DIEGO,CARRY LOADED FIREARM:UNLAWFUL/PROHIBITED POSSESSION (F),7/18/2021 17:30,700  BLOCK STAFFORD PLACE,92107,SAN DIEGO,Violent
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),7/29/2021 15:45,5000  BLOCK NEWPORT AVENUE,92107,SAN DIEGO,Theft
WEAPONS,SHERIFF,ILLEGALLY POSSESS ANY ASSAULT WEAPON (F),7/21/2021 19:00,1600  BLOCK MONTGOMERY DRIVE,92084,VISTA UNINC,Violent
BURGLARY,SAN DIEGO,BURGLARY (RESIDENTIAL) (F),5/6/2021 9:05,400  BLOCK 09TH AVENUE,92101,SAN DIEGO,Theft
BURGLARY,SAN DIEGO,BURGLARY (COMMERCIAL) (F),4/4/2021 21:54,6200  BLOCK FERRIS SQUARE,92121,SAN DIEGO,Theft
